date,brand,category,region
30-08-2024,Apple,Tablet,South
30-08-2024,Dell,Tablet,North
30-08-2024,Apple,Smartphone,East
30-08-2024,Samsung,Smartphone,East
30-08-2024,Apple,Smartphone,West
30-08-2024,Samsung,Laptop,East
30-08-2024,Apple,Smartphone,West
30-08-2024,Apple,Smartphone,West
30-08-2024,Apple,Smartphone,East
30-08-2024,Apple,Tablet,North
30-08-2024,Samsung,Tablet,East
30-08-2024,Dell,Smartphone,East
30-08-2024,Samsung,Smartphone,East
30-08-2024,Apple,Tablet,East
30-08-2024,Dell,Tablet,South
30-08-2024,Samsung,Smartphone,East
30-08-2024,Apple,Smartphone,East
30-08-2024,Dell,Smartphone,East
30-08-2024,Samsung,Smartphone,West
30-08-2024,Dell,Smartphone,East
30-08-2024,Apple,Tablet,West
30-08-2024,Dell,Tablet,East
30-08-2024,Sony,Laptop,West
30-08-2024,Sony,Tablet,West
30-08-2024,Samsung,Tablet,South
30-08-2024,Samsung,Headphones,North
30-08-2024,Dell,Smartphone,North
30-08-2024,Samsung,Laptop,North
30-08-2024,Apple,Tablet,South
30-08-2024,Samsung,Smartphone,West
30-08-2024,Apple,Laptop,East
30-08-2024,Sony,Headphones,Central
30-08-2024,Dell,Smartphone,East
30-08-2024,Samsung,Smartphone,North
30-08-2024,Samsung,Smartphone,South
30-08-2024,Dell,Tablet,Central
30-08-2024,Samsung,Smartphone,East
30-08-2024,Dell,Tablet,Central
30-08-2024,Dell,Laptop,South
30-08-2024,Samsung,Smartphone,West
30-08-2024,Sony,Tablet,North
30-08-2024,Apple,Smartphone,Central
30-08-2024,Samsung,Headphones,North
30-08-2024,Samsung,Laptop,East
30-08-2024,Apple,Laptop,Central
30-08-2024,Apple,Smartphone,Central
30-08-2024,Samsung,Tablet,South
30-08-2024,Apple,Laptop,West
30-08-2024,Samsung,Smartphone,North
30-08-2024,Samsung,Smartphone,East
30-08-2024,Samsung,Tablet,South
30-08-2024,Dell,Tablet,East
30-08-2024,Apple,Smartphone,North
30-08-2024,Samsung,Smartphone,West
30-08-2024,Samsung,Tablet,West
30-08-2024,Apple,Tablet,West
30-08-2024,Sony,Smartphone,South
30-08-2024,Apple,Laptop,East
30-08-2024,Apple,Tablet,East
30-08-2024,Apple,Smartphone,South
30-08-2024,Apple,Smartphone,South
30-08-2024,Apple,Laptop,Central
30-08-2024,Samsung,Tablet,East
30-08-2024,Dell,Laptop,East
30-08-2024,Samsung,Smartphone,West
30-08-2024,Samsung,Laptop,West
30-08-2024,Samsung,Smartphone,North
30-08-2024,Sony,Tablet,West
30-08-2024,Apple,Smartphone,South
30-08-2024,Dell,Smartphone,West
30-08-2024,Dell,Smartphone,West
30-08-2024,Apple,Headphones,South
30-08-2024,Apple,Tablet,West
30-08-2024,Apple,Laptop,South
30-08-2024,Samsung,Smartphone,South
30-08-2024,Samsung,Headphones,Central
30-08-2024,Apple,Smartphone,East
30-08-2024,Samsung,Smartphone,East
30-08-2024,Apple,Smartphone,West
30-08-2024,Apple,Laptop,North
30-08-2024,Dell,Headphones,East
30-08-2024,Apple,Laptop,East
30-08-2024,Samsung,Laptop,South
30-08-2024,Samsung,Smartphone,East
30-08-2024,Apple,Tablet,South
30-08-2024,Apple,Laptop,East
30-08-2024,Apple,Tablet,South
30-08-2024,Samsung,Smartphone,East
31-08-2024,Dell,Headphones,West
31-08-2024,Dell,Laptop,East
31-08-2024,Sony,Smartphone,East
31-08-2024,Dell,Smartphone,West
31-08-2024,Dell,Laptop,West
31-08-2024,Sony,Tablet,West
31-08-2024,Samsung,Tablet,Central
31-08-2024,Apple,Smartphone,West
31-08-2024,Sony,Smartphone,South
31-08-2024,Apple,Tablet,East
31-08-2024,Dell,Smartphone,South
31-08-2024,Apple,Smartphone,East
31-08-2024,Sony,Smartphone,West
31-08-2024,Apple,Smartphone,South
31-08-2024,Apple,Smartphone,Central
31-08-2024,Apple,Smartphone,East
31-08-2024,Samsung,Smartphone,South
31-08-2024,Dell,Smartphone,East
31-08-2024,Apple,Tablet,East
31-08-2024,Apple,Smartphone,Central
31-08-2024,Apple,Smartphone,South
31-08-2024,Apple,Smartphone,South
31-08-2024,Apple,Tablet,East
31-08-2024,Samsung,Laptop,East
31-08-2024,Samsung,Tablet,West
31-08-2024,Samsung,Laptop,South
31-08-2024,Apple,Laptop,East
31-08-2024,Apple,Tablet,West
31-08-2024,Apple,Laptop,West
31-08-2024,Samsung,Smartphone,East
31-08-2024,Dell,Laptop,South
31-08-2024,Apple,Tablet,West
31-08-2024,Samsung,Laptop,West
31-08-2024,Dell,Smartphone,South
31-08-2024,Samsung,Laptop,East
31-08-2024,Apple,Headphones,South
31-08-2024,Dell,Smartphone,East
31-08-2024,Samsung,Smartphone,East
31-08-2024,Dell,Laptop,North
31-08-2024,Sony,Smartphone,East
31-08-2024,Samsung,Laptop,South
31-08-2024,Samsung,Smartphone,West
31-08-2024,Apple,Smartphone,South
31-08-2024,Sony,Smartphone,East
31-08-2024,Sony,Headphones,East
31-08-2024,Dell,Smartphone,South
31-08-2024,Dell,Smartphone,North
31-08-2024,Sony,Smartphone,East
31-08-2024,Samsung,Smartphone,West
31-08-2024,Apple,Smartphone,West
31-08-2024,Apple,Laptop,Central
31-08-2024,Samsung,Laptop,East
31-08-2024,Samsung,Smartphone,East
31-08-2024,Apple,Laptop,South
31-08-2024,Apple,Tablet,West
31-08-2024,Samsung,Headphones,North
31-08-2024,Samsung,Smartphone,West
31-08-2024,Samsung,Smartphone,South
31-08-2024,Samsung,Smartphone,East
31-08-2024,Apple,Headphones,West
31-08-2024,Apple,Tablet,West
31-08-2024,Dell,Smartphone,East
31-08-2024,Dell,Smartphone,Central
31-08-2024,Apple,Headphones,West
31-08-2024,Dell,Smartphone,West
31-08-2024,Samsung,Smartphone,East
31-08-2024,Samsung,Tablet,South
31-08-2024,Dell,Smartphone,East
31-08-2024,Dell,Tablet,South
31-08-2024,Samsung,Smartphone,West
31-08-2024,Sony,Laptop,East
31-08-2024,Apple,Smartphone,East
31-08-2024,Sony,Smartphone,East
01-09-2024,Samsung,Smartphone,South
01-09-2024,Apple,Smartphone,East
01-09-2024,Apple,Smartphone,North
01-09-2024,Dell,Laptop,North
01-09-2024,Apple,Headphones,South
01-09-2024,Sony,Smartphone,North
01-09-2024,Apple,Laptop,Central
01-09-2024,Apple,Laptop,West
01-09-2024,Samsung,Headphones,East
01-09-2024,Apple,Laptop,East
01-09-2024,Dell,Laptop,South
01-09-2024,Apple,Smartphone,North
01-09-2024,Sony,Laptop,West
01-09-2024,Samsung,Smartphone,East
01-09-2024,Apple,Laptop,East
01-09-2024,Dell,Laptop,East
01-09-2024,Apple,Headphones,North
01-09-2024,Samsung,Tablet,East
01-09-2024,Apple,Tablet,East
01-09-2024,Samsung,Smartphone,Central
01-09-2024,Samsung,Laptop,East
01-09-2024,Apple,Laptop,West
01-09-2024,Apple,Laptop,North
01-09-2024,Samsung,Tablet,South
01-09-2024,Samsung,Smartphone,North
01-09-2024,Apple,Smartphone,Central
01-09-2024,Sony,Smartphone,East
01-09-2024,Dell,Smartphone,West
01-09-2024,Apple,Smartphone,South
01-09-2024,Dell,Tablet,North
01-09-2024,Apple,Laptop,Central
01-09-2024,Apple,Headphones,Central
01-09-2024,Apple,Laptop,North
01-09-2024,Samsung,Smartphone,Central
01-09-2024,Samsung,Laptop,West
01-09-2024,Samsung,Smartphone,West
01-09-2024,Samsung,Smartphone,North
01-09-2024,Apple,Smartphone,North
01-09-2024,Apple,Smartphone,West
01-09-2024,Apple,Smartphone,East
01-09-2024,Samsung,Laptop,East
01-09-2024,Samsung,Laptop,East
01-09-2024,Samsung,Tablet,West
01-09-2024,Samsung,Laptop,East
01-09-2024,Dell,Smartphone,West
01-09-2024,Samsung,Smartphone,South
01-09-2024,Sony,Smartphone,North
01-09-2024,Samsung,Smartphone,East
01-09-2024,Samsung,Smartphone,East
01-09-2024,Dell,Smartphone,East
01-09-2024,Dell,Smartphone,East
01-09-2024,Samsung,Smartphone,Central
01-09-2024,Apple,Smartphone,South
01-09-2024,Dell,Laptop,East
01-09-2024,Samsung,Smartphone,West
01-09-2024,Sony,Tablet,East
01-09-2024,Apple,Laptop,Central
01-09-2024,Apple,Smartphone,East
01-09-2024,Apple,Smartphone,East
01-09-2024,Samsung,Smartphone,East
01-09-2024,Samsung,Headphones,East
01-09-2024,Samsung,Smartphone,West
01-09-2024,Samsung,Laptop,East
01-09-2024,Samsung,Smartphone,North
01-09-2024,Dell,Smartphone,West
01-09-2024,Sony,Smartphone,East
01-09-2024,Apple,Smartphone,South
01-09-2024,Samsung,Laptop,East
01-09-2024,Dell,Headphones,North
01-09-2024,Dell,Smartphone,East
01-09-2024,Apple,Headphones,South
01-09-2024,Sony,Smartphone,East
01-09-2024,Samsung,Laptop,Central
01-09-2024,Apple,Tablet,Central
02-09-2024,Dell,Smartphone,East
02-09-2024,Dell,Laptop,North
02-09-2024,Apple,Smartphone,North
02-09-2024,Apple,Laptop,East
02-09-2024,Apple,Laptop,West
02-09-2024,Apple,Tablet,East
02-09-2024,Sony,Tablet,West
02-09-2024,Apple,Smartphone,South
02-09-2024,Samsung,Headphones,East
02-09-2024,Apple,Smartphone,East
02-09-2024,Dell,Smartphone,East
02-09-2024,Samsung,Tablet,North
02-09-2024,Samsung,Headphones,North
02-09-2024,Samsung,Tablet,West
02-09-2024,Samsung,Smartphone,West
02-09-2024,Sony,Smartphone,North
02-09-2024,Samsung,Smartphone,West
02-09-2024,Apple,Laptop,East
02-09-2024,Apple,Smartphone,West
02-09-2024,Apple,Smartphone,West
02-09-2024,Samsung,Laptop,East
02-09-2024,Apple,Smartphone,West
02-09-2024,Samsung,Laptop,South
02-09-2024,Samsung,Smartphone,South
02-09-2024,Apple,Smartphone,West
02-09-2024,Sony,Headphones,East
02-09-2024,Samsung,Tablet,East
02-09-2024,Apple,Laptop,East
02-09-2024,Samsung,Smartphone,West
02-09-2024,Apple,Smartphone,North
02-09-2024,Apple,Headphones,North
02-09-2024,Samsung,Laptop,South
02-09-2024,Apple,Smartphone,East
02-09-2024,Dell,Smartphone,East
02-09-2024,Apple,Smartphone,South
02-09-2024,Samsung,Smartphone,East
02-09-2024,Sony,Headphones,East
02-09-2024,Dell,Smartphone,West
02-09-2024,Apple,Smartphone,East
02-09-2024,Samsung,Smartphone,East
02-09-2024,Samsung,Tablet,West
02-09-2024,Dell,Headphones,North
02-09-2024,Dell,Laptop,West
02-09-2024,Samsung,Laptop,East
02-09-2024,Apple,Laptop,East
02-09-2024,Sony,Tablet,East
02-09-2024,Apple,Smartphone,South
02-09-2024,Samsung,Smartphone,North
02-09-2024,Samsung,Tablet,North
02-09-2024,Samsung,Headphones,East
02-09-2024,Samsung,Smartphone,South
02-09-2024,Apple,Smartphone,West
02-09-2024,Dell,Smartphone,East
02-09-2024,Apple,Smartphone,Central
02-09-2024,Apple,Headphones,North
02-09-2024,Apple,Laptop,West
02-09-2024,Apple,Laptop,East
02-09-2024,Samsung,Headphones,South
02-09-2024,Apple,Smartphone,East
02-09-2024,Apple,Laptop,North
02-09-2024,Apple,Tablet,South
02-09-2024,Dell,Smartphone,North
02-09-2024,Dell,Headphones,West
02-09-2024,Apple,Laptop,East
02-09-2024,Apple,Smartphone,North
02-09-2024,Sony,Smartphone,North
02-09-2024,Apple,Headphones,East
02-09-2024,Sony,Headphones,North
02-09-2024,Apple,Smartphone,East
02-09-2024,Apple,Smartphone,North
02-09-2024,Samsung,Headphones,West
02-09-2024,Apple,Smartphone,North
02-09-2024,Samsung,Smartphone,East
02-09-2024,Dell,Headphones,West
02-09-2024,Apple,Smartphone,Central
02-09-2024,Dell,Smartphone,West
02-09-2024,Dell,Smartphone,West
02-09-2024,Apple,Smartphone,East
02-09-2024,Samsung,Smartphone,West
02-09-2024,Samsung,Smartphone,East
02-09-2024,Dell,Smartphone,South
02-09-2024,Dell,Smartphone,South
02-09-2024,Apple,Smartphone,South
02-09-2024,Sony,Smartphone,East
02-09-2024,Apple,Smartphone,East
02-09-2024,Dell,Laptop,West
02-09-2024,Samsung,Laptop,East
02-09-2024,Sony,Smartphone,East
02-09-2024,Apple,Headphones,East
02-09-2024,Apple,Smartphone,North
02-09-2024,Dell,Smartphone,East
02-09-2024,Dell,Smartphone,West
02-09-2024,Dell,Laptop,South
02-09-2024,Sony,Tablet,West
02-09-2024,Apple,Laptop,South
02-09-2024,Samsung,Tablet,East
02-09-2024,Dell,Smartphone,West
02-09-2024,Apple,Smartphone,West
02-09-2024,Samsung,Smartphone,Central
02-09-2024,Dell,Laptop,East
02-09-2024,Dell,Tablet,Central
02-09-2024,Apple,Smartphone,East
02-09-2024,Apple,Laptop,East
02-09-2024,Samsung,Smartphone,West
02-09-2024,Samsung,Smartphone,South
02-09-2024,Apple,Tablet,East
02-09-2024,Apple,Tablet,East
02-09-2024,Apple,Headphones,West
02-09-2024,Apple,Tablet,South
03-09-2024,Dell,Smartphone,West
03-09-2024,Dell,Smartphone,South
03-09-2024,Apple,Smartphone,East
03-09-2024,Samsung,Smartphone,South
03-09-2024,Samsung,Smartphone,East
03-09-2024,Sony,Tablet,South
03-09-2024,Samsung,Smartphone,West
03-09-2024,Samsung,Laptop,East
03-09-2024,Samsung,Headphones,East
03-09-2024,Samsung,Tablet,North
03-09-2024,Apple,Smartphone,West
03-09-2024,Sony,Smartphone,West
03-09-2024,Dell,Smartphone,Central
03-09-2024,Samsung,Smartphone,Central
03-09-2024,Apple,Laptop,South
03-09-2024,Apple,Headphones,North
03-09-2024,Samsung,Headphones,Central
03-09-2024,Apple,Smartphone,South
03-09-2024,Sony,Smartphone,West
03-09-2024,Apple,Laptop,North
03-09-2024,Samsung,Laptop,East
03-09-2024,Apple,Smartphone,North
03-09-2024,Dell,Headphones,South
03-09-2024,Samsung,Tablet,West
03-09-2024,Samsung,Laptop,East
03-09-2024,Sony,Smartphone,East
03-09-2024,Samsung,Smartphone,East
03-09-2024,Apple,Smartphone,West
03-09-2024,Apple,Smartphone,East
03-09-2024,Apple,Smartphone,North
03-09-2024,Apple,Headphones,West
03-09-2024,Apple,Headphones,East
03-09-2024,Samsung,Smartphone,West
03-09-2024,Apple,Laptop,East
03-09-2024,Sony,Smartphone,East
03-09-2024,Sony,Smartphone,West
03-09-2024,Sony,Smartphone,East
03-09-2024,Samsung,Smartphone,East
03-09-2024,Sony,Smartphone,East
03-09-2024,Samsung,Smartphone,West
03-09-2024,Apple,Smartphone,West
03-09-2024,Samsung,Smartphone,East
03-09-2024,Samsung,Tablet,East
03-09-2024,Apple,Smartphone,West
03-09-2024,Apple,Tablet,East
03-09-2024,Samsung,Smartphone,East
03-09-2024,Dell,Smartphone,East
03-09-2024,Apple,Smartphone,South
03-09-2024,Dell,Smartphone,South
03-09-2024,Apple,Smartphone,North
03-09-2024,Apple,Smartphone,South
03-09-2024,Dell,Tablet,East
03-09-2024,Samsung,Tablet,East
03-09-2024,Apple,Laptop,North
03-09-2024,Samsung,Laptop,West
03-09-2024,Apple,Headphones,South
03-09-2024,Sony,Headphones,West
03-09-2024,Apple,Smartphone,North
03-09-2024,Sony,Smartphone,South
03-09-2024,Apple,Tablet,South
03-09-2024,Samsung,Smartphone,East
03-09-2024,Samsung,Smartphone,West
03-09-2024,Samsung,Smartphone,North
03-09-2024,Apple,Tablet,North
03-09-2024,Apple,Smartphone,South
03-09-2024,Dell,Laptop,South
03-09-2024,Apple,Smartphone,West
03-09-2024,Sony,Smartphone,North
03-09-2024,Samsung,Laptop,East
03-09-2024,Apple,Smartphone,North
03-09-2024,Dell,Tablet,East
03-09-2024,Dell,Laptop,East
03-09-2024,Samsung,Tablet,South
03-09-2024,Apple,Smartphone,East
03-09-2024,Sony,Smartphone,North
03-09-2024,Dell,Smartphone,East
03-09-2024,Apple,Headphones,West
03-09-2024,Samsung,Laptop,North
03-09-2024,Dell,Laptop,East
03-09-2024,Samsung,Smartphone,East
03-09-2024,Samsung,Tablet,West
03-09-2024,Samsung,Smartphone,South
03-09-2024,Apple,Laptop,East
03-09-2024,Apple,Smartphone,East
03-09-2024,Sony,Smartphone,East
03-09-2024,Apple,Smartphone,South
03-09-2024,Apple,Headphones,North
03-09-2024,Sony,Tablet,East
03-09-2024,Samsung,Tablet,East
03-09-2024,Samsung,Smartphone,South
03-09-2024,Sony,Tablet,East
03-09-2024,Apple,Laptop,East
03-09-2024,Samsung,Smartphone,North
03-09-2024,Apple,Smartphone,East
03-09-2024,Apple,Headphones,West
03-09-2024,Samsung,Smartphone,East
03-09-2024,Dell,Smartphone,East
03-09-2024,Apple,Tablet,North
03-09-2024,Samsung,Headphones,North
03-09-2024,Apple,Laptop,East
03-09-2024,Sony,Laptop,West
03-09-2024,Apple,Headphones,West
03-09-2024,Samsung,Smartphone,West
03-09-2024,Apple,Smartphone,South
03-09-2024,Sony,Smartphone,East
03-09-2024,Dell,Laptop,West
03-09-2024,Apple,Smartphone,North
03-09-2024,Sony,Laptop,West
03-09-2024,Dell,Smartphone,West
03-09-2024,Apple,Smartphone,East
03-09-2024,Apple,Smartphone,East
03-09-2024,Apple,Tablet,East
03-09-2024,Apple,Smartphone,North
03-09-2024,Dell,Smartphone,East
03-09-2024,Samsung,Tablet,North
03-09-2024,Sony,Smartphone,West
03-09-2024,Apple,Laptop,West
03-09-2024,Apple,Smartphone,East
03-09-2024,Samsung,Smartphone,North
03-09-2024,Dell,Smartphone,Central
03-09-2024,Sony,Smartphone,East
03-09-2024,Apple,Laptop,North
03-09-2024,Samsung,Laptop,South
03-09-2024,Sony,Laptop,North
03-09-2024,Samsung,Tablet,South
03-09-2024,Dell,Smartphone,Central
03-09-2024,Dell,Tablet,East
03-09-2024,Samsung,Smartphone,East
03-09-2024,Apple,Headphones,West
03-09-2024,Apple,Headphones,South
03-09-2024,Apple,Laptop,East
03-09-2024,Dell,Smartphone,East
03-09-2024,Samsung,Smartphone,East
03-09-2024,Apple,Smartphone,West
03-09-2024,Apple,Smartphone,North
03-09-2024,Apple,Headphones,West
03-09-2024,Apple,Laptop,South
03-09-2024,Samsung,Smartphone,East
03-09-2024,Samsung,Smartphone,West
03-09-2024,Apple,Smartphone,East
03-09-2024,Apple,Smartphone,West
03-09-2024,Samsung,Tablet,West
03-09-2024,Apple,Tablet,West
03-09-2024,Dell,Smartphone,East
03-09-2024,Apple,Smartphone,West
03-09-2024,Dell,Tablet,East
04-09-2024,Dell,Headphones,West
04-09-2024,Samsung,Tablet,South
04-09-2024,Apple,Smartphone,West
04-09-2024,Samsung,Headphones,South
04-09-2024,Apple,Smartphone,West
04-09-2024,Dell,Smartphone,East
04-09-2024,Samsung,Smartphone,Central
04-09-2024,Sony,Laptop,Central
04-09-2024,Sony,Smartphone,East
04-09-2024,Samsung,Smartphone,South
04-09-2024,Apple,Headphones,South
04-09-2024,Apple,Smartphone,West
04-09-2024,Sony,Smartphone,East
04-09-2024,Sony,Smartphone,East
04-09-2024,Dell,Headphones,East
04-09-2024,Apple,Laptop,East
04-09-2024,Sony,Headphones,East
04-09-2024,Dell,Smartphone,East
04-09-2024,Dell,Tablet,South
04-09-2024,Dell,Smartphone,East
04-09-2024,Samsung,Headphones,North
04-09-2024,Apple,Headphones,Central
04-09-2024,Sony,Smartphone,East
04-09-2024,Apple,Laptop,Central
04-09-2024,Apple,Headphones,East
04-09-2024,Apple,Laptop,South
04-09-2024,Apple,Headphones,North
04-09-2024,Apple,Laptop,East
04-09-2024,Samsung,Tablet,South
04-09-2024,Samsung,Smartphone,East
04-09-2024,Apple,Smartphone,East
04-09-2024,Apple,Smartphone,East
04-09-2024,Apple,Tablet,North
04-09-2024,Apple,Smartphone,West
04-09-2024,Apple,Laptop,East
04-09-2024,Dell,Laptop,East
04-09-2024,Apple,Smartphone,West
04-09-2024,Dell,Smartphone,South
04-09-2024,Samsung,Tablet,South
04-09-2024,Dell,Smartphone,Central
04-09-2024,Apple,Laptop,West
04-09-2024,Dell,Laptop,West
04-09-2024,Samsung,Smartphone,West
04-09-2024,Samsung,Laptop,East
04-09-2024,Dell,Laptop,East
04-09-2024,Samsung,Smartphone,South
04-09-2024,Samsung,Smartphone,South
04-09-2024,Dell,Laptop,South
04-09-2024,Apple,Smartphone,East
04-09-2024,Samsung,Laptop,East
04-09-2024,Apple,Smartphone,West
04-09-2024,Apple,Smartphone,West
04-09-2024,Samsung,Smartphone,West
04-09-2024,Apple,Smartphone,Central
04-09-2024,Sony,Smartphone,South
04-09-2024,Samsung,Laptop,South
04-09-2024,Samsung,Laptop,East
04-09-2024,Samsung,Laptop,East
04-09-2024,Samsung,Smartphone,West
04-09-2024,Samsung,Smartphone,Central
04-09-2024,Sony,Laptop,Central
04-09-2024,Sony,Laptop,South
04-09-2024,Apple,Smartphone,East
04-09-2024,Dell,Laptop,South
04-09-2024,Dell,Tablet,West
04-09-2024,Sony,Smartphone,West
04-09-2024,Sony,Headphones,East
04-09-2024,Apple,Laptop,West
04-09-2024,Samsung,Smartphone,South
04-09-2024,Apple,Smartphone,South
04-09-2024,Sony,Headphones,North
04-09-2024,Dell,Headphones,East
04-09-2024,Samsung,Smartphone,Central
04-09-2024,Apple,Laptop,North
04-09-2024,Apple,Tablet,Central
04-09-2024,Samsung,Laptop,East
04-09-2024,Samsung,Laptop,East
04-09-2024,Samsung,Smartphone,South
04-09-2024,Apple,Laptop,West
04-09-2024,Apple,Tablet,East
04-09-2024,Sony,Smartphone,North
04-09-2024,Samsung,Tablet,East
04-09-2024,Dell,Tablet,West
04-09-2024,Dell,Tablet,East
04-09-2024,Samsung,Smartphone,South
04-09-2024,Apple,Headphones,West
05-09-2024,Apple,Smartphone,West
05-09-2024,Samsung,Smartphone,South
05-09-2024,Apple,Laptop,East
05-09-2024,Sony,Smartphone,East
05-09-2024,Apple,Smartphone,West
05-09-2024,Apple,Tablet,West
05-09-2024,Sony,Smartphone,Central
05-09-2024,Dell,Laptop,West
05-09-2024,Samsung,Tablet,South
05-09-2024,Apple,Smartphone,East
05-09-2024,Samsung,Smartphone,North
05-09-2024,Sony,Headphones,North
05-09-2024,Apple,Smartphone,South
05-09-2024,Dell,Smartphone,East
05-09-2024,Sony,Headphones,East
05-09-2024,Dell,Laptop,East
05-09-2024,Dell,Smartphone,West
05-09-2024,Samsung,Smartphone,South
05-09-2024,Apple,Smartphone,South
05-09-2024,Samsung,Tablet,South
05-09-2024,Samsung,Laptop,West
05-09-2024,Sony,Headphones,Central
05-09-2024,Dell,Smartphone,Central
05-09-2024,Apple,Smartphone,East
05-09-2024,Samsung,Laptop,South
05-09-2024,Apple,Smartphone,South
05-09-2024,Apple,Tablet,South
05-09-2024,Samsung,Laptop,West
05-09-2024,Samsung,Tablet,East
05-09-2024,Apple,Smartphone,Central
05-09-2024,Apple,Laptop,East
05-09-2024,Apple,Headphones,East
05-09-2024,Samsung,Tablet,South
05-09-2024,Dell,Laptop,East
05-09-2024,Apple,Tablet,South
05-09-2024,Apple,Smartphone,South
05-09-2024,Samsung,Smartphone,East
05-09-2024,Samsung,Laptop,East
05-09-2024,Apple,Headphones,Central
05-09-2024,Samsung,Laptop,West
05-09-2024,Samsung,Headphones,East
05-09-2024,Dell,Laptop,West
05-09-2024,Sony,Smartphone,East
05-09-2024,Apple,Laptop,South
05-09-2024,Apple,Smartphone,Central
05-09-2024,Apple,Smartphone,West
05-09-2024,Samsung,Smartphone,West
05-09-2024,Samsung,Smartphone,South
05-09-2024,Sony,Smartphone,East
05-09-2024,Samsung,Headphones,North
05-09-2024,Sony,Headphones,West
05-09-2024,Apple,Headphones,Central
05-09-2024,Apple,Smartphone,South
05-09-2024,Apple,Smartphone,East
05-09-2024,Sony,Headphones,East
05-09-2024,Apple,Smartphone,West
05-09-2024,Dell,Headphones,East
05-09-2024,Apple,Smartphone,North
05-09-2024,Samsung,Smartphone,North
05-09-2024,Samsung,Headphones,West
05-09-2024,Dell,Smartphone,East
05-09-2024,Samsung,Smartphone,East
05-09-2024,Samsung,Smartphone,East
05-09-2024,Sony,Tablet,Central
05-09-2024,Dell,Smartphone,South
05-09-2024,Apple,Smartphone,East
05-09-2024,Apple,Tablet,East
05-09-2024,Apple,Laptop,Central
05-09-2024,Apple,Smartphone,East
05-09-2024,Apple,Tablet,West
05-09-2024,Samsung,Headphones,South
05-09-2024,Apple,Smartphone,East
05-09-2024,Apple,Smartphone,North
05-09-2024,Samsung,Smartphone,East
05-09-2024,Apple,Tablet,South
05-09-2024,Samsung,Smartphone,East
05-09-2024,Samsung,Headphones,East
05-09-2024,Apple,Headphones,West
05-09-2024,Samsung,Smartphone,West
05-09-2024,Sony,Smartphone,South
05-09-2024,Sony,Tablet,West
05-09-2024,Dell,Headphones,South
05-09-2024,Samsung,Smartphone,East
05-09-2024,Samsung,Smartphone,Central
05-09-2024,Apple,Smartphone,East
05-09-2024,Apple,Laptop,Central
05-09-2024,Samsung,Smartphone,East
05-09-2024,Samsung,Headphones,South
05-09-2024,Apple,Smartphone,East
05-09-2024,Apple,Smartphone,Central
05-09-2024,Sony,Smartphone,South
05-09-2024,Apple,Laptop,East
05-09-2024,Apple,Headphones,East
05-09-2024,Samsung,Smartphone,North
05-09-2024,Samsung,Tablet,West
05-09-2024,Samsung,Smartphone,East
05-09-2024,Samsung,Smartphone,West
05-09-2024,Sony,Smartphone,South
05-09-2024,Apple,Tablet,East
05-09-2024,Apple,Headphones,West
05-09-2024,Apple,Tablet,East
05-09-2024,Sony,Smartphone,Central
05-09-2024,Apple,Smartphone,East
05-09-2024,Samsung,Smartphone,East
05-09-2024,Samsung,Smartphone,North
05-09-2024,Apple,Headphones,West
05-09-2024,Apple,Smartphone,East
05-09-2024,Samsung,Headphones,Central
06-09-2024,Apple,Headphones,East
06-09-2024,Apple,Smartphone,North
06-09-2024,Apple,Smartphone,North
06-09-2024,Samsung,Smartphone,East
06-09-2024,Dell,Laptop,East
06-09-2024,Apple,Headphones,West
06-09-2024,Samsung,Laptop,West
06-09-2024,Apple,Laptop,South
06-09-2024,Dell,Laptop,East
06-09-2024,Samsung,Laptop,West
06-09-2024,Sony,Smartphone,West
06-09-2024,Sony,Laptop,South
06-09-2024,Samsung,Headphones,East
06-09-2024,Apple,Smartphone,North
06-09-2024,Samsung,Headphones,West
06-09-2024,Apple,Laptop,Central
06-09-2024,Samsung,Laptop,East
06-09-2024,Apple,Tablet,West
06-09-2024,Sony,Laptop,East
06-09-2024,Apple,Tablet,West
06-09-2024,Dell,Laptop,South
06-09-2024,Samsung,Smartphone,East
06-09-2024,Apple,Tablet,East
06-09-2024,Dell,Smartphone,North
06-09-2024,Sony,Smartphone,East
06-09-2024,Sony,Smartphone,East
06-09-2024,Samsung,Smartphone,Central
06-09-2024,Samsung,Tablet,South
06-09-2024,Samsung,Laptop,East
06-09-2024,Apple,Smartphone,South
06-09-2024,Dell,Smartphone,West
06-09-2024,Sony,Headphones,West
06-09-2024,Samsung,Smartphone,East
06-09-2024,Samsung,Tablet,North
06-09-2024,Apple,Laptop,South
06-09-2024,Apple,Laptop,North
06-09-2024,Dell,Smartphone,East
06-09-2024,Samsung,Headphones,East
06-09-2024,Samsung,Tablet,South
06-09-2024,Apple,Laptop,North
06-09-2024,Apple,Tablet,West
06-09-2024,Samsung,Laptop,East
06-09-2024,Samsung,Laptop,East
06-09-2024,Dell,Smartphone,South
06-09-2024,Samsung,Tablet,North
06-09-2024,Samsung,Headphones,South
06-09-2024,Sony,Smartphone,East
06-09-2024,Samsung,Tablet,East
06-09-2024,Samsung,Smartphone,West
06-09-2024,Sony,Smartphone,South
06-09-2024,Samsung,Headphones,West
06-09-2024,Samsung,Laptop,North
06-09-2024,Dell,Smartphone,East
06-09-2024,Samsung,Tablet,East
06-09-2024,Sony,Smartphone,East
